Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp
Marugame Udon,Jepang,"Plaza Blok M, Lantai Lower Ground
Jl. Bulungan No. 76, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.16,2025-06-03 22:33:05.176436
Shabu Jin,Jepang,"Kuningan City, Lantai Ground
Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",200000,4.01,2025-06-03 22:33:05.460370
Mad For Coffee,Kafe,"Mad Grass Collaborative Space
Jl. Asem Dua No. 27, Cilandak, Jakarta Selatan",50000,4.01,2025-06-03 22:33:05.751137
Dapur Boimm,Indonesia,"Mall of Indonesia, Lantai Lower Ground, Pasar MOI
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.44,2025-06-03 22:33:06.018976
Pempek Ny. Kamto,Indonesia,"Jl. Cipete Raya No. 99, Fatmawati, Jakarta Selatan",50000,4.3,2025-06-03 22:33:06.265851
Navva Coffee House,Kafe,"Ruko Sedayu City, Blok E No. 24
Jl. Sedayu Boulevard Timur, Kelapa Gading, Jakarta Utara",75000,4.13,2025-06-03 22:33:06.555175
Karnivor,Barat,"Grand Indonesia Mall, Lantai 5, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.09,2025-06-03 22:33:06.844414
Krispy Pork Home,China,"Ruko Taman Permata Buana, Blok D1 No. 19
Jl. Pulau Bira, Puri, Jakarta Barat",75000,4.1,2025-06-03 22:33:07.140392
Gohan-Ku,Jepang,"Jl. Brigjen Katamso No. 9, Slipi, Jakarta Barat",50000,4.33,2025-06-03 22:33:10.906921
Yuzuya,Jepang,"Jl. Gunawarman No. 9, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.16,2025-06-03 22:33:11.205765
Subway,Barat,"Jl. Kemang Raya No. 36, Kemang, Jakarta Selatan",50000,4.16,2025-06-03 22:33:11.505067
Luuca,Es Krim,"Central Park, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.27,2025-06-03 22:33:11.809988
Saksama Coffee,Kafe,"Jl. Petogogan I No. 23, Radio Dalam, Kebayoran Baru, Jakarta Selatan",50000,4.07,2025-06-03 22:33:12.100540
Milky Way,Kafe,"Senayan City, Lantai 5
Jl. Asia Afrika, Senayan, Jakarta Selatan",75000,4.09,2025-06-03 22:33:12.383019
Kimukatsu,Jepang,"Grand Indonesia Mall, Lantai 3A, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,3.88,2025-06-03 22:33:12.688389
Abura Soba Yamatoten,Jepang,"PIK Avenue, Lantai 2, Dotonbori Food Town
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,3.93,2025-06-03 22:33:12.990890
J.CO Donuts & Coffee,Kafe,"Gandaria City, Lantai Lower Ground
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",50000,3.89,2025-06-03 22:33:13.279032
Ippudo,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground, Takeshita Street
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",150000,4.0,2025-06-03 22:33:13.571859
Grand Wing Heng,China,"Jl. Muara Karang Raya Blok Z3 No. 60, Muara Karang, Penjaringan, Jakarta Utara",75000,3.85,2025-06-03 22:33:13.849079
Shaburi Shabu Shabu,Jepang,"Kota Kasablanka, Lantai 1
Jl. Casablanca Raya, Tebet, Jakarta Selatan",200000,3.97,2025-06-03 22:33:14.126148
Ganesha Ek Sanskriti,India,"Menara Karya, Lantai Ground
Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",150000,4.11,2025-06-03 22:33:18.138522
Dapur Cokelat,Toko Kue,"Jl. Kelapa Nias Raya Blok QE1 No. 3, Kelapa Gading, Jakarta Utara",75000,4.07,2025-06-03 22:33:18.398449
Spectrum - Fairmont Jakarta,Barat,"Fairmont Jakarta, Lantai 2
Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan",200000,4.05,2025-06-03 22:33:18.646586
Gyu Kaku,Jepang,"Mal Kelapa Gading 3, Lantai 3, The Attic Garden
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",200000,3.96,2025-06-03 22:33:18.909930
Abura Soba Yamatoten,Jepang,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",75000,3.95,2025-06-03 22:33:19.157063
Pand'or,"Barat,Toko Roti dan Kue","Jl. Wijaya I No. 60, Wijaya, Kebayoran Baru, Jakarta Selatan",200000,3.92,2025-06-03 22:33:19.414258
KFC Naughty by Nature,Barat,"Jl. Senopati No. 24, Senopati, Kebayoran Baru, Jakarta Selatan",150000,3.99,2025-06-03 22:33:19.673818
Mochi Mochio,Mochi,"St Moritz Mall (Lippo Mall Puri), Lantai 1
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",50000,4.5,2025-06-03 22:33:19.924107
US Pizza,Italia,"Ruko Crown Golf, Blok A No. 11, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.05,2025-06-03 22:33:20.181151
Matang Di Pohon,Kafe,"Jl. Kemang Selatan No. 111, Kemang, Jakarta Selatan",150000,4.05,2025-06-03 22:33:20.340149
Gelato Secrets,Es Krim,"Cove at Batavia PIK
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.03,2025-06-03 22:33:20.501360
Tanatap,Kafe,"Jl. Jalur 20 Blok 30 No. 19, Meruya, Jakarta Barat",50000,3.94,2025-06-03 22:33:20.762785
Saturday Coffee,Kafe,"Jl. Cipinang Cempedak IV No. 20E, Jatinegara, Jakarta Timur",50000,4.23,2025-06-03 22:33:24.567438
Union Cafe,Kafe,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.91,2025-06-03 22:33:24.857202
Acaii Tea,Kafe,"Grand Indonesia Mall, Lantai Lower Ground, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.09,2025-06-03 22:33:25.146054
Canggu Bakehouse,Toko Roti,"Gedung Filateli Jakarta, Pos Bloc
Jl. Pos No. 2, Pasar Baru, Sawah Besar, Jakarta Pusat",50000,4.0,2025-06-03 22:33:25.435237
J.CO Donuts & Coffee,Kafe,"Pondok Indah Mall 1, Lantai Ground
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,3.89,2025-06-03 22:33:25.726572
Warung MJS,Indonesia,"Jl. Setiabudi Tengah No. 11, Setiabudi, Jakarta Selatan",75000,3.89,2025-06-03 22:33:26.029211
Katsu Sen,Jepang,"The Amboja
Jl. Raya Mabes Hankam, Cipayung, Jakarta Timur",150000,4.2,2025-06-03 22:33:26.331909
Bonbonbites,Toko Kue,"Jl. Sedayu City Kelapa Gading Blok SCBRD No. 8A, Kelapa Gading, Jakarta Utara",75000,4.2,2025-06-03 22:33:26.586890
Sunyi House of Coffee and Hope,Kafe,"Jl. Barito I No. 31, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.17,2025-06-03 22:33:26.878903
Ngedagging,Indonesia,"Jl. Jelambar Utama Raya Blok F No. 30, Jelambar, Jakarta Barat",50000,4.25,2025-06-03 22:33:27.169767
The Harvest Express,Toko Kue,"Stasiun Kota
Jl. Stasiun Kota, Kota, Jakarta Barat",150000,4.27,2025-06-03 22:33:27.445931
Pancious,Italia,"PIK Avenue, Lantai 2
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.94,2025-06-03 22:33:27.737986
Kopi Kenangan,Minuman,"Standard Chartered Building, Lantai Ground
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",50000,3.96,2025-06-03 22:33:31.494186
Pancious Go,Italia,"Cove at Batavia PIK
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.08,2025-06-03 22:33:31.763256
Beer Hall,Barat,"SCBD Lot 19
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.06,2025-06-03 22:33:32.057024
%Arabica Jakarta Roastery,Kafe,"Jl. Taman Gunawarman Timur No. 6, Senopati, Kebayoran Baru, Jakarta Selatan",75000,3.97,2025-06-03 22:33:32.345532
Rumah Kita,Indonesia,"Jl. Mandala Raya No. 28BC, Tomang, Jakarta Barat",50000,4.33,2025-06-03 22:33:32.632068
Three Uncles,China,"Jl. Prapanca Raya No. 101B, Darmawangsa, Kebayoran Baru, Jakarta Selatan",75000,4.3,2025-06-03 22:33:32.928239
Chadol Gujeolpan,Korea,"Mal Kelapa Gading 3, Lantai 3
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.3,2025-06-03 22:33:33.216754
KOI The,Kafe,"St Moritz Mall (Lippo Mall Puri), Lantai 1
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",50000,3.89,2025-06-03 22:33:33.503505
Ribbon Coffee & Eatery,Kafe,"Jl. Tebet Barat Raya No. 18, Tebet, Jakarta Selatan",75000,4.02,2025-06-03 22:33:33.777249
Tous Les Jours,Toko Roti dan Kue,"Mal Kelapa Gading 5, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.0,2025-06-03 22:33:34.049770
Pizza Hut,,"Mall Ciputra Jakarta, Lantai Upper Ground
Jl. Arteri S. Parman, Grogol, Jakarta Barat",75000,4.02,2025-06-03 22:33:34.332868
Frankfurter Hotdog and Steak,Barat,"Jl. Pluit Karang Indah Timur Blok A5 Selatan No. 2A, Muara Karang, Penjaringan, Jakarta Utara",150000,3.99,2025-06-03 22:33:34.627010
Song Fa Bak Kut Teh,China,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,3.96,2025-06-03 22:33:38.382948
Subway,Barat,"Setiabudi One, Lantai Ground
Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",50000,4.16,2025-06-03 22:33:38.658281
Tomaple,Kafe,"Plaza Indonesia, Lantai 5
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.04,2025-06-03 22:33:38.989947
Secret Sushi All You Can Eat by Okinawa Sushi,Jepang,"East Coast By The Sea
Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.04,2025-06-03 22:33:39.286282
Ramen For The Soul,Jepang,"Jl. Hang Lekir II No. 4A, Kebayoran Baru, Jakarta Selatan",150000,4.14,2025-06-03 22:33:39.576937
Animo Bakery,Toko Roti dan Kue,"Jl. KH Abdullah Syafei No. 2A, Tebet, Jakarta Selatan",50000,4.1,2025-06-03 22:33:39.869065
Mister Monsters,Indonesia,"Jl. Danau Sunter Barat Blok A4 No. 11, Sunter, Jakarta Utara",150000,4.1,2025-06-03 22:33:40.151965
Paradise Dynasty,China,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.92,2025-06-03 22:33:40.418506
Godiva,Cokelat,"Plaza Indonesia, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,3.92,2025-06-03 22:33:40.721069
Butterman,"Toko Roti,Kafe","Jl. Cikatomas I No. 14, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.01,2025-06-03 22:33:41.007090
Genki Sushi,Jepang,"Lotte Mall Jakarta, Lantai 4
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",150000,4.01,2025-06-03 22:33:41.291875
Marugame Udon,Jepang,"Gandaria City, Lantai Upper Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,3.94,2025-06-03 22:33:41.591430
Padang Merdeka,Indonesia,"Jl. Cipete Raya No. 1C, Fatmawati, Jakarta Selatan",75000,4.5,2025-06-03 22:33:45.428096
Gion The Sushi Bar,Jepang,"Puri Indah Mall, Lantai 2
Jl. Puri Indah Raya, Puri, Jakarta Barat",150000,4.0,2025-06-03 22:33:45.726383
WAKI Signature,Jepang,"Equity Tower, Lantai Ground, Lot 9
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.5,2025-06-03 22:33:46.015015
Loaf Bun Korean Bakery,"Toko Roti,Kafe","Ruko CBD, Blok J No. 1, Green Lake City
Jl. Green Lake City Boulevard, Cengkareng, Jakarta Barat",50000,4.01,2025-06-03 22:33:46.320707
Saigon Delight,Vietnam,"Grand Indonesia Mall, Lantai 3A, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.94,2025-06-03 22:33:46.536601
Starbucks,Kafe,"Jl. Paus No. 88, Rawamangun, Jakarta Timur",75000,3.94,2025-06-03 22:33:46.679146
Shu Guo Yin Xiang,China,"Old Shanghai Sedayu City
Jl. Sedayu City Kelapa Gading, Kelapa Gading, Jakarta Utara",200000,4.73,2025-06-03 22:33:46.779960
Bali Timbungan,Indonesia,"Jl. Mahakam No. 15, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.73,2025-06-03 22:33:46.925350
Ootoya,Jepang,"Pacific Place Mall, Lantai 5
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.0,2025-06-03 22:33:47.208796
Hattori Shabu - Shabu & Yakiniku,Jepang,"Jl. Pluit Utara Raya No. 79, Pluit, Penjaringan, Jakarta Utara",150000,4.0,2025-06-03 22:33:47.485300
Kool Kreme,Es Krim,"Central Market, Lantai 1
Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,3.99,2025-06-03 22:33:47.728745
RamenYA!,Jepang,"Gandaria City, Lantai Upper Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,3.92,2025-06-03 22:33:47.995725
Mu Gung Hwa Snack Culture,Korea,"PT. Koin Bumi, Mu Gung Hwa Swalayan, Lantai 2
Jl. Senayan Blok S No. 43, Senopati, Kebayoran Baru, Jakarta Selatan",75000,3.94,2025-06-03 22:33:51.675877
SURA Stylish BBQ Bar,Korea,"St Moritz Mall (Lippo Mall Puri), Lantai 2
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",150000,4.23,2025-06-03 22:33:51.966873
Dough Lab,Toko Kue,"Plaza Senayan, Lantai 3
Jl. Asia Afrika, Senayan, Jakarta Selatan",75000,4.2,2025-06-03 22:33:52.263096
Imperial Kitchen & Dimsum,China,"Millennium Mall, Lantai Ground
Jl. Senen Raya No. 135, Senen, Jakarta Pusat",75000,4.23,2025-06-03 22:33:52.563354
Bottega Ristorante,Italia,"Fairgrounds, SCBD Lot 14
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,3.98,2025-06-03 22:33:52.857285
Al-Jazeerah Lounge,Arab/Timur Tengah,"Jl. Raden Saleh No. 62, Cikini, Menteng, Jakarta Pusat",150000,3.94,2025-06-03 22:33:53.127006
Raa Cha,Thailand,"Mall Ciputra Jakarta, Lantai 5
Jl. Arteri S. Parman, Grogol, Jakarta Barat",75000,3.95,2025-06-03 22:33:53.419072
Djournal Coffee,Kafe,"Kuningan City, Lantai Ground
Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",75000,4.05,2025-06-03 22:33:53.716657
Fore Coffee,Kafe,"Otten Coffee, Lantai 2
Jl. Senopati No. 77, Senopati, Kebayoran Baru, Jakarta Selatan",50000,3.91,2025-06-03 22:33:54.028092
Blueprint Bites & Brew,Kafe,"Ruko The Gallery Metro Broadway, Blok 8 No. CK - CL
Jl. Pantai Indah Utara II, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.91,2025-06-03 22:33:54.316892
You Ma You La,China,"Grand Indonesia Mall, Lantai 3A
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.05,2025-06-03 22:33:54.569018
Thirty Three by Mirasari,"Indonesia, Barat, Italia","Jl. Kemang Utara No. 33, Kemang, Jakarta Selatan",150000,4.05,2025-06-03 22:33:54.699248
Starbucks Reserve,Kafe,"Metropole 21
Jl. Pegangsaan Timur No. 21, Cikini, Menteng, Jakarta Pusat",75000,3.9,2025-06-03 22:33:58.789395
Bakmi GM,Indonesia,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,3.95,2025-06-03 22:33:59.079480
Pigcasso,Italia,"Puri Indah Mall, Lantai Ground
Jl. Puri Indah Raya, Puri, Jakarta Barat",150000,4.07,2025-06-03 22:33:59.368936
Smoking Barrels Atelier,Kafe,"Jl. Cilandak Tengah Raya No. 8, Cilandak, Jakarta Selatan",150000,4.09,2025-06-03 22:33:59.660611
The Buffalo,Barat,"Jl. Cikajang No. 41, Senopati, Kebayoran Baru, Jakarta Selatan",150000,3.89,2025-06-03 22:33:59.957615
Pan Cafe,Kafe,"Jl. Blora No. 31, Sudirman, Jakarta Pusat",150000,4.36,2025-06-03 22:34:00.243964
Mine Cafe,Kafe,"Jl. Meruya Selatan No. 41, Meruya, Jakarta Barat",50000,4.4,2025-06-03 22:34:00.531884
Fern Coffee,Kafe,"Jl. Pondok Labu II No. 8, Fatmawati, Jakarta Selatan",50000,4.4,2025-06-03 22:34:00.820134
Martabak Manis & Telur Special Cakra Kencana,Indonesia,"Jl. Pondok Kelapa Raya No. 5B, Pondok Kelapa, Jakarta Timur",50000,4.15,2025-06-03 22:34:01.111986
Lyon - Mandarin Oriental Hotel,Perancis,"Mandarin Oriental Hotel, Lantai 2
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.18,2025-06-03 22:34:01.392847
Restaurant Baku Sayang,Indonesia,"Jl. Pesanggrahan No. 27, Puri, Jakarta Barat",75000,4.0,2025-06-03 22:34:01.668262
Thirsty & Hungry,Kafe,"Rumah Sagaleh
Jl. Wijaya IX No. 6A, Wijaya, Kebayoran Baru, Jakarta Selatan",75000,4.27,2025-06-03 22:34:01.950524
Leemonade,Minuman,"Jl. Darmawangsa Raya No. 8A, Darmawangsa, Kebayoran Baru, Jakarta Selatan",50000,4.3,2025-06-03 22:34:05.719938
Colega Chocolate & Cafe,Kafe,"Ruko Beach Theme Park, Blok E No. 33 - 35
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.33,2025-06-03 22:34:06.001806
Kopi Es Tak Kie,China,"Old Shanghai Sedayu City
Jl. Sedayu City Kelapa Gading, Kelapa Gading, Jakarta Utara",50000,4.3,2025-06-03 22:34:06.300560
Chatime,Bubble Tea,"Metro Sunter Plaza, Lantai Ground
Jl. Danau Sunter Utara, Sunter, Jakarta Utara",50000,4.27,2025-06-03 22:34:06.597120
Popolamama,Italia,"Grand Indonesia Mall, Lantai 3A, Sky Bridge
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.89,2025-06-03 22:34:06.881365
RamenYA!,Jepang,"Kota Kasablanka, Lantai Upper Ground, Food Society
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,3.89,2025-06-03 22:34:07.167730
C Bakes,Toko Kue,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.5,2025-06-03 22:34:07.460643
Venchi,"Cokelat,Es Krim","Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.5,2025-06-03 22:34:07.751168
Sate Khas Senayan,Indonesia,"Pacific Place Mall, Lantai 5
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",75000,4.5,2025-06-03 22:34:08.016959
Tiger Cub,Kafe,"Jl. Taman Cilandak VI No. 6C, Lebak Bulus, Jakarta Selatan",50000,4.5,2025-06-03 22:34:08.303182
Batavia Cafe,Kafe,"Taman Impian Jaya Ancol, Pantai Carnaval, Pintu Timur
Jl. Lodan Timur, Ancol, Jakarta Utara",50000,4.11,2025-06-03 22:34:08.601943
Lucy In The Sky,Barat,"Jl. Cikini Raya No. 22, Cikini, Menteng, Jakarta Pusat",150000,4.09,2025-06-03 22:34:08.883162
Holland Bakery,Toko Roti dan Kue,"Jl. Sultan Iskandar Muda No. 35, Pondok Indah, Jakarta Selatan",50000,4.16,2025-06-03 22:34:12.633375
Starbucks,Kafe,"Kemang Sky
Jl. Kemang Raya No. 12A, Kemang, Jakarta Selatan",75000,4.11,2025-06-03 22:34:12.923946
The Duck King,China,"Pondok Indah Mall 2, Lantai 3, Restaurant Row
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.13,2025-06-03 22:34:13.215428
Mack's Creamery,Es Krim,"Jl. Melawai III No. 10, Blok M, Kebayoran Baru, Jakarta Selatan",50000,4.18,2025-06-03 22:34:13.509186
Bunga Pepaya,Indonesia,"Jl. Sedayu City Kelapa Gading Blok SCBRF No. 16 - 17, Kelapa Gading, Jakarta Utara",75000,4.09,2025-06-03 22:34:13.801552
Orient8 - Hotel Mulia,"Eropa, Barat, Indonesia","Hotel Mulia, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",200000,4.14,2025-06-03 22:34:14.098433
Imperial Chef,China,"Jayakarta Food Place
Jl. Hayam Wuruk No. 126, Hayam Wuruk, Jakarta Pusat",150000,3.99,2025-06-03 22:34:14.377256
Kopi Wangsa,Kafe,"The View Building, Lantai 3
Jl. Pahlawan Revolusi No. 5, Pondok Bambu, Jakarta Timur",75000,4.1,2025-06-03 22:34:14.685111
Padusi Coffee,Kafe,"Jl. Kelapa Puan Raya Blok FU1 No. 11, Kelapa Gading, Jakarta Utara",75000,4.12,2025-06-03 22:34:14.974370
Merial,Kafe,"Jl. Tebet Timur Dalam II No. 15, Tebet, Jakarta Selatan",75000,4.06,2025-06-03 22:34:15.263988
Leviticus 11,Kafe,"Jl. Penyelesaian Tomang II Blok 11 No. 1, Meruya, Jakarta Barat",75000,4.06,2025-06-03 22:34:15.553132
Canton 108,China,"ASHTA District 8, Lantai Upper Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.1,2025-06-03 22:34:15.842245
Tata Cakery,Toko Kue,"Jl. Pesanggrahan No. 138, Puri, Jakarta Barat",75000,4.12,2025-06-03 22:34:19.564932
Loca House,Kafe,"Jl. Cempaka Putih Tengah I No. 2A, Cempaka Putih, Jakarta Pusat",75000,4.1,2025-06-03 22:34:19.857998
Rode Winkel Coffee & Savoury,Kafe,"Toko Merah
Jl. Kali Besar Barat No. 11, Kota, Jakarta Barat",75000,4.14,2025-06-03 22:34:20.138767
Ilvero Gelateria,Es Krim,"Ruko Wall Street, Blok A No. 7, Green Lake City
Jl. Green Lake City Boulevard, Cengkareng, Jakarta Barat",50000,4.08,2025-06-03 22:34:20.427547
Ayam Bakar Taliwang,Indonesia,"Teras Rimbun
Jl. Jambore No. 5, Cibubur, Jakarta Timur",50000,4.08,2025-06-03 22:34:20.709065
Baker Man,Kafe,"Pondok Indah Mall 3, Lantai Ground
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,3.97,2025-06-03 22:34:21.006432
Roemah Polonia Cafe,Kafe,"Jl. Cipinang Cempedak I No. 27, Jatinegara, Jakarta Timur",75000,4.0,2025-06-03 22:34:21.291291
Gelato Secrets,Es Krim,"Como Park Building
Jl. Kemang Timur Raya No. 998, Kemang, Jakarta Selatan",50000,3.96,2025-06-03 22:34:21.584131
Zenbu,Jepang,"Emporium Pluit Mall, Lantai 4
Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",150000,3.9,2025-06-03 22:34:21.877047
El Asador,Argentina,"Kemang Point Building, Lantai Ground
Jl. Kemang Raya No. 3, Kemang, Jakarta Selatan",200000,3.97,2025-06-03 22:34:22.165908
Marugame Udon,Jepang,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,3.93,2025-06-03 22:34:22.470739
Old Chang Kee,Snack,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",50000,4.0,2025-06-03 22:34:22.753537
Houma,Kafe,"Jl. Gunawarman No. 21 (Lantai 2), Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.0,2025-06-03 22:34:26.502994
Freja Coffee,Kafe,"Jl. Prof. Dr. Soepomo No. 73, Tebet, Jakarta Selatan",75000,3.92,2025-06-03 22:34:26.791337
Starbucks,Kafe,"Pondok Indah Mall 1, Lantai Ground
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",75000,3.95,2025-06-03 22:34:27.065904
Coco Ichibanya,Jepang,"Neo Soho Mall, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.89,2025-06-03 22:34:27.367185
Sushi Tei,Jepang,"Mal Kelapa Gading 3, Lantai 3, The Attic Garden
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,3.88,2025-06-03 22:34:27.667392
Henis,"Indonesia,Toko Roti","Jl. Mangga Besar Raya No. 27, Mangga Besar, Jakarta Barat",75000,3.87,2025-06-03 22:34:27.957904
Lamian Palace,China,"Neo Soho Mall, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,3.87,2025-06-03 22:34:28.244134
Bloom Coffee & Eatery,Kafe,"Ruko Swadaya City Square, Blok I No. 8
Jl. Swadaya, Jelambar, Jakarta Barat",50000,4.03,2025-06-03 22:34:28.536829
Izakaya Kashiwa,Jepang,"Little Tokyo Melawai
Jl. Melawai VIII No. 2A, Melawai, Kebayoran Baru, Jakarta Selatan",75000,3.82,2025-06-03 22:34:28.762005
Yuraku,Jepang,"Mal Kelapa Gading 1, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,3.99,2025-06-03 22:34:28.904954
HokBen (Hoka Hoka Bento) Delivery,,"Jl. Pesanggrahan No. 12B, Puri, Jakarta Barat",75000,3.98,2025-06-03 22:34:28.982691
Pison,Kafe,"Jl. Kertanegara No. 70, Senopati, Kebayoran Baru, Jakarta Selatan",150000,3.88,2025-06-03 22:34:29.172996
Lawless Burgerbar,Barat,"Jl. Kemang Selatan VIII No. 67H, Kemang, Jakarta Selatan",150000,3.84,2025-06-03 22:34:32.868416
Sate Khas Senayan,Indonesia,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,3.91,2025-06-03 22:34:33.160726
1/15 One Fifteenth Coffee,Kafe,"Jl. Dr. Kusuma Atmaja No. 79, Menteng, Jakarta Pusat",150000,3.93,2025-06-03 22:34:33.423554
Selah Ristorante,Italia,"Ruko Grand Puri Niaga, Blok K7 No. 2O
Jl. Puri Kencana Raya, Puri, Jakarta Barat",150000,4.23,2025-06-03 22:34:33.714413
Milimanis,Kafe,"Mil & Bay
Jl. Mandor Hasan No. 79, Cipayung, Jakarta Timur",50000,4.2,2025-06-03 22:34:34.004542
LBRTY,Lounge,"Elysee, Lantai 2
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.17,2025-06-03 22:34:34.289014
Pempek Kenari,Indonesia,"Jl. Boulevard Raya Blok TT2 No. 7 - 8, Kelapa Gading, Jakarta Utara",50000,4.23,2025-06-03 22:34:34.509116
Little Salt Bread,"Toko Roti,Kafe","Jl. Melawai III No. 10, Blok M, Kebayoran Baru, Jakarta Selatan",50000,3.93,2025-06-03 22:34:34.803928
Eight Treasures,China,"Plaza Indonesia, Lantai 4
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,3.99,2025-06-03 22:34:35.100406
